stratum,years,no_of_years,species,percent_change_yr_density,lcl95_d,ucl95_d,f_density_trend,no_of_detections,percent_change_yr_occupancy,lcl95_occ,ucl95_occ,f_occupancy_trend,no_of_points,start_year,end_year,n_years_verify,stratum_name,stratum_short_code,order,d_t,d_n_p,o_t,o_t_p,narrative_single
SD-BCR17: Badlands and Prairies in South Dakota,2013-2023,11,Eastern Meadowlark,4.2037493970000002,-29.4,53.25,0.56166666700000001,1,7.831440217,-17.01,45.62,0.715384615,1,2013,2023,11,Badlands and Prairies in South Dakota,SD-BCR17,3,4.2,estimated an uncertain,7.83,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 4.2% [95% CL -29.4%, 53.25%, (n=1, f=0.562)] per year and estimated an uncertain median occupancy trend of 7.83% [95% CL -17.01%, 45.62%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Eastern Phoebe,-75.240586559999997,-85.35,-61.98,1,17,-73.80435004,-86.23,-58.04,1,11,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-75.24,estimated a decreasing,-73.8,estimated a decreasing,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated a decreasing median density population trend of -75.24% [95% CL -85.35%, -61.98%, (n=17, f=1)] per year and estimated a decreasing median occupancy trend of -73.8% [95% CL -86.23%, -58.04%, (n=11, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Eastern Phoebe,4.4965485029999996,-6.15,20.56,0.71489361699999998,14,1.038626145,-10.76,16.77,0.5,12,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,4.5,estimated an uncertain,1.04,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 4.5% [95% CL -6.15%, 20.56%, (n=14, f=0.715)] per year and estimated an uncertain median occupancy trend of 1.04% [95% CL -10.76%, 16.77%, (n=12, f=0)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Eastern Screech-Owl,NA,NA,NA,NA,7,34.61677006,-25.45,188.1,0.848333333,0,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,NA,estimated an uncertain,34.62,estimated an uncertain,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated an uncertain median density population trend of NA% [95% CL NA%, NA%, (n=7, f=NA)] per year and estimated an uncertain median occupancy trend of 34.62% [95% CL -25.45%, 188.1%, (n=0, f=1)] per year from 2016 to 2021"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Eurasian Collared-Dove,-18.394281719999999,-46.65,28.89,0.82,300,-22.66370437,-51.5,23.34,0.84,77,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-18.39,estimated an uncertain,-22.66,estimated an uncertain,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated an uncertain median density population trend of -18.39% [95% CL -46.65%, 28.89%, (n=300, f=0.82)] per year and estimated an uncertain median occupancy trend of -22.66% [95% CL -51.5%, 23.34%, (n=77, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Eurasian Collared-Dove,14.511203849999999,-3.36,33.98,0.93200000000000005,51,8.373427324,-5.71,25.31,0.8,10,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,14.51,estimated a increasing,8.37,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated a increasing median density population trend of 14.51% [95% CL -3.36%, 33.98%, (n=51, f=0.932)] per year and estimated an uncertain median occupancy trend of 8.37% [95% CL -5.71%, 25.31%, (n=10, f=1)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,European Starling,-3.9477993950000001,-38.2,56.33,0.59215686300000003,328,-0.33846873,-36.67,48.57,0.508333333,170,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-3.95,estimated an uncertain,-0.34,estimated an uncertain,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated an uncertain median density population trend of -3.95% [95% CL -38.2%, 56.33%, (n=328, f=0.592)] per year and estimated an uncertain median occupancy trend of -0.34% [95% CL -36.67%, 48.57%, (n=170, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,European Starling,3.3995687750000001,-10.33,17.12,0.62745097999999999,126,2.900614551,-7.82,16.52,0.615,79,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,3.4,estimated an uncertain,2.9,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 3.4% [95% CL -10.33%, 17.12%, (n=126, f=0.627)] per year and estimated an uncertain median occupancy trend of 2.9% [95% CL -7.82%, 16.52%, (n=79, f=1)] per year from 2009 to 2023"
SD-BCR17: Badlands and Prairies in South Dakota,2013-2023,11,Evening Grosbeak,-24.77275096,-43.29,-2.98,0.98723404299999995,2,-32.23780493,-45.37,-13.98,1,2,2013,2023,11,Badlands and Prairies in South Dakota,SD-BCR17,3,-24.77,estimated a decreasing,-32.24,estimated a decreasing,"Badlands and Prairies in South Dakota (SD-BCR17) estimated a decreasing median density population trend of -24.77% [95% CL -43.29%, -2.98%, (n=2, f=0.987)] per year and estimated a decreasing median occupancy trend of -32.24% [95% CL -45.37%, -13.98%, (n=2, f=1)] per year from 2013 to 2023"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Ferruginous Hawk,7.5695806589999997,-4.56,24.18,0.83111111100000001,13,2.671723708,-8.14,16.02,0.621276596,13,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,7.57,estimated an uncertain,2.67,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 7.57% [95% CL -4.56%, 24.18%, (n=13, f=0.831)] per year and estimated an uncertain median occupancy trend of 2.67% [95% CL -8.14%, 16.02%, (n=13, f=1)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Field Sparrow,-62.868026739999998,-77.31,-41.03,1,66,-65.00699709,-78.76,-44.17,1,23,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-62.87,estimated a decreasing,-65.01,estimated a decreasing,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated a decreasing median density population trend of -62.87% [95% CL -77.31%, -41.03%, (n=66, f=1)] per year and estimated a decreasing median occupancy trend of -65.01% [95% CL -78.76%, -44.17%, (n=23, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Field Sparrow,6.5281573049999997,-9,19.3,0.77166666699999997,1329,4.298421984,-7.64,18.26,0.687234043,508,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,6.53,estimated an uncertain,4.3,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 6.53% [95% CL -9%, 19.3%, (n=1,329, f=0.772)] per year and estimated an uncertain median occupancy trend of 4.3% [95% CL -7.64%, 18.26%, (n=508, f=1)] per year from 2009 to 2023"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Gadwall,3.3408356060000002,-6.01,13.56,0.71333333300000001,115,1.212609769,-9.56,14.3,0.509615385,106,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,3.34,estimated an uncertain,1.21,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 3.34% [95% CL -6.01%, 13.56%, (n=115, f=0.713)] per year and estimated an uncertain median occupancy trend of 1.21% [95% CL -9.56%, 14.3%, (n=106, f=1)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Great Blue Heron,-53.045150100000001,-72.37,-21.9,0.99803921600000001,37,-53.01884133,-73.25,-25.85,1,38,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-53.05,estimated a decreasing,-53.02,estimated a decreasing,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated a decreasing median density population trend of -53.05% [95% CL -72.37%, -21.9%, (n=37, f=0.998)] per year and estimated a decreasing median occupancy trend of -53.02% [95% CL -73.25%, -25.85%, (n=38, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Great Blue Heron,4.3801561050000002,-5.88,18.45,0.72549019599999998,44,3.413196434,-8.27,17.08,0.649090909,45,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,4.38,estimated an uncertain,3.41,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 4.38% [95% CL -5.88%, 18.45%, (n=44, f=0.725)] per year and estimated an uncertain median occupancy trend of 3.41% [95% CL -8.27%, 17.08%, (n=45, f=1)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Great Crested Flycatcher,-65.665113680000005,-81.65,-40.83,1,49,-53.2905852,-75.95,-26.56,1,22,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-65.67,estimated a decreasing,-53.29,estimated a decreasing,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated a decreasing median density population trend of -65.67% [95% CL -81.65%, -40.83%, (n=49, f=1)] per year and estimated a decreasing median occupancy trend of -53.29% [95% CL -75.95%, -26.56%, (n=22, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2013-2023,11,Great Crested Flycatcher,41.553512750000003,10.2,89.4,0.996363636,11,37.30612156,6.18,75.14,0.989361702,8,2013,2023,11,Badlands and Prairies in South Dakota,SD-BCR17,3,41.55,estimated a increasing,37.31,estimated a increasing,"Badlands and Prairies in South Dakota (SD-BCR17) estimated a increasing median density population trend of 41.55% [95% CL 10.2%, 89.4%, (n=11, f=0.996)] per year and estimated a increasing median occupancy trend of 37.31% [95% CL 6.18%, 75.14%, (n=8, f=1)] per year from 2013 to 2023"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Golden-crowned Kinglet,-1.434797697,-11.88,11.02,0.68600000000000005,61,-4.265022539,-16.05,8.07,0.787234043,69,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,-1.43,estimated an uncertain,-4.27,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of -1.43% [95% CL -11.88%, 11.02%, (n=61, f=0.686)] per year and estimated an uncertain median occupancy trend of -4.27% [95% CL -16.05%, 8.07%, (n=69, f=1)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Great Horned Owl,45.508110530000003,-0.12,99.51,0.97348484800000001,23,48.93869606,-6.43,103.16,0.95,3,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,45.51,estimated a increasing,48.94,estimated a increasing,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated a increasing median density population trend of 45.51% [95% CL -0.12%, 99.51%, (n=23, f=0.973)] per year and estimated a increasing median occupancy trend of 48.94% [95% CL -6.43%, 103.16%, (n=3, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Great Horned Owl,-23.2883025,-30.42,-16.66,1,24,-26.09427113,-33.3,-19.05,1,9,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,-23.29,estimated a decreasing,-26.09,estimated a decreasing,"Badlands and Prairies in South Dakota (SD-BCR17) estimated a decreasing median density population trend of -23.29% [95% CL -30.42%, -16.66%, (n=24, f=1)] per year and estimated a decreasing median occupancy trend of -26.09% [95% CL -33.3%, -19.05%, (n=9, f=1)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Golden Eagle,-2.0026739789999999,-34.32,36.94,0.57364341100000005,3,7.045106259,-25.92,42.23,0.640384615,3,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-2,estimated an uncertain,7.05,estimated an uncertain,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated an uncertain median density population trend of -2% [95% CL -34.32%, 36.94%, (n=3, f=0.574)] per year and estimated an uncertain median occupancy trend of 7.05% [95% CL -25.92%, 42.23%, (n=3, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Golden Eagle,4.5708280810000002,-4.97,21.04,0.73255813999999997,12,6.153820106,-3.57,20.8,0.819230769,11,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,4.57,estimated an uncertain,6.15,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 4.57% [95% CL -4.97%, 21.04%, (n=12, f=0.733)] per year and estimated an uncertain median occupancy trend of 6.15% [95% CL -3.57%, 20.8%, (n=11, f=1)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Gray Catbird,-69.680399260000002,-84.49,-36.67,1,4,-68.50746177,-86.79,-35.98,1,3,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-69.68,estimated a decreasing,-68.51,estimated a decreasing,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated a decreasing median density population trend of -69.68% [95% CL -84.49%, -36.67%, (n=4, f=1)] per year and estimated a decreasing median occupancy trend of -68.51% [95% CL -86.79%, -35.98%, (n=3, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Gray Catbird,8.1841555380000006,-3.52,21.24,0.89230769200000004,19,6.729395286,-3.91,18.76,0.833333333,16,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,8.18,estimated an uncertain,6.73,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 8.18% [95% CL -3.52%, 21.24%, (n=19, f=0.892)] per year and estimated an uncertain median occupancy trend of 6.73% [95% CL -3.91%, 18.76%, (n=16, f=1)] per year from 2009 to 2023"
SD-BCR17: Badlands and Prairies in South Dakota,2013-2023,11,Green Heron,10.6585217,-16.32,52.35,0.75777777800000001,3,6.093171215,-14.8,36.12,0.67,3,2013,2023,11,Badlands and Prairies in South Dakota,SD-BCR17,3,10.66,estimated an uncertain,6.09,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of 10.66% [95% CL -16.32%, 52.35%, (n=3, f=0.758)] per year and estimated an uncertain median occupancy trend of 6.09% [95% CL -14.8%, 36.12%, (n=3, f=1)] per year from 2013 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Greater Prairie-Chicken,43.707114279999999,-9.45,140.66,0.94117647100000001,72,45.63008662,-6.3,155.98,0.955,28,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,43.71,estimated a increasing,45.63,estimated a increasing,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated a increasing median density population trend of 43.71% [95% CL -9.45%, 140.66%, (n=72, f=0.941)] per year and estimated a increasing median occupancy trend of 45.63% [95% CL -6.3%, 155.98%, (n=28, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Greater Prairie-Chicken,13.74952302,-0.69,28.87,0.95294117599999995,234,6.628902107,-5.94,20.84,0.798333333,206,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,13.75,estimated a increasing,6.63,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated a increasing median density population trend of 13.75% [95% CL -0.69%, 28.87%, (n=234, f=0.953)] per year and estimated an uncertain median occupancy trend of 6.63% [95% CL -5.94%, 20.84%, (n=206, f=1)] per year from 2009 to 2023"
SD-BCR17: Badlands and Prairies in South Dakota,2013-2023,11,Greater Sage-Grouse,NA,NA,NA,NA,3,-4.746188315,-30.73,24.43,0.689090909,4,2013,2023,11,Badlands and Prairies in South Dakota,SD-BCR17,3,NA,estimated an uncertain,-4.75,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of NA% [95% CL NA%, NA%, (n=3, f=NA)] per year and estimated an uncertain median occupancy trend of -4.75% [95% CL -30.73%, 24.43%, (n=4, f=1)] per year from 2013 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Grasshopper Sparrow,4.0461792509999999,-15.54,25.13,0.61832061100000002,1787,11.65640255,-12.56,47.17,0.805454545,949,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,4.05,estimated an uncertain,11.66,estimated an uncertain,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated an uncertain median density population trend of 4.05% [95% CL -15.54%, 25.13%, (n=1,787, f=0.618)] per year and estimated an uncertain median occupancy trend of 11.66% [95% CL -12.56%, 47.17%, (n=949, f=1)] per year from 2016 to 2021"
SD-BCR17: Badlands and Prairies in South Dakota,2009-2023,15,Grasshopper Sparrow,-1.6488961200000001,-6.08,3.37,0.88740458,10309,-2.437451965,-7.68,2.87,0.898181818,4991,2009,2023,15,Badlands and Prairies in South Dakota,SD-BCR17,3,-1.65,estimated an uncertain,-2.44,estimated an uncertain,"Badlands and Prairies in South Dakota (SD-BCR17) estimated an uncertain median density population trend of -1.65% [95% CL -6.08%, 3.37%, (n=10,309, f=0.887)] per year and estimated an uncertain median occupancy trend of -2.44% [95% CL -7.68%, 2.87%, (n=4,991, f=1)] per year from 2009 to 2023"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Great-tailed Grackle,-2.2115598439999999,-46.9,97.19,0.54800000000000004,14,5.083948298,-43.6,81.71,0.538297872,5,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-2.21,estimated an uncertain,5.08,estimated an uncertain,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated an uncertain median density population trend of -2.21% [95% CL -46.9%, 97.19%, (n=14, f=0.548)] per year and estimated an uncertain median occupancy trend of 5.08% [95% CL -43.6%, 81.71%, (n=5, f=1)] per year from 2016 to 2021"
NE-BCR18: Shortgrass Prairie Region in Nebraska,2016-2021,6,Green-winged Teal,-15.356706490000001,-53.62,33.15,0.77290076299999999,1,-9.291936519,-49.87,44.67,0.710909091,1,2016,2021,6,Shortgrass Prairie Region in Nebraska,NE-BCR18,3,-15.36,estimated an uncertain,-9.29,estimated an uncertain,"Shortgrass Prairie Region in Nebraska (NE-BCR18) estimated an uncertain median density population trend of -15.36% [95% CL -53.62%, 33.15%, (n=1, f=0.773)] per year and estimated an uncertain median occupancy trend of -9.29% [95% CL -49.87%, 44.67%, (n=1, f=1)] per year from 2016 to 2021"
